TCP,EEBO,VID,STC,Status,main_author,field of work,movement,lifestyle,owner of,notable work,influenced by,British Museum person or institution ID,Oxford Dictionary of National Biography ID,WomenWriters ID,cause of death,country of citizenship,employer,ethnic group,image,member of,native language,occupation,place of burial,political party,position held,religion,sex or gender,spouse,unmarried partner,Author 1,Author 2,Author 3,Author 4,Author 5,Author 6,Author_original,Number of authors,Date,Title,Terms,Pages,Source
K042385.000,,,,Free,George Duckett,,,,,,,177913,8133,,,,,,,,,politician,,,"Member of Parliament in the Parliament of Great Britain, Member of Parliament in the Parliament of England, Member of the 1st Parliament of Great Britain, Member of the 2nd Parliament of Great Britain, Member of the 6th Parliament of Great Britain, Member of the 1705-07 Parliament",,male,,,George Duckett,John Dennis,,,,,"Duckett, George, 1684-1732.; Dennis, John, 1657-1734.",2,1729,"Pope Alexander's supremacy and infallibility examined: and the errors of Scriblerus and his man William detected. With the effigies of His Holiness and his prime minister, curiously engraved on copper.",,44,
K042411.000,,,,Free,John Arbuthnot,,,,,,,17554,610,,,Great Britain,,,Arbuthnot John Kneller.jpg,"Royal Society, Royal College of Physicians",,"mathematician, writer, composer, physician","St James's Church, Piccadilly",Tories,,,male,,,John Arbuthnot,,,,,,"Arbuthnot, John, 1667-1735.",1,1714,"A postscript to John Bull: containing the history of the Crown-Inn, with the death of the widow, and what happened thereon.",,18,
K042546.000,,,,Free,John Dennis,,,,,,,136099,7503,,,Great Britain,,,John Dennis (dramatist).jpg,,,"writer, playwright, literary critic",,,,,male,,,John Dennis,,,,,,"Dennis, John, 1657-1734.",1,1715,"Priestcraft distinguished from Christianity. Showing, I. That wicked priests are the real Antichrists mentioned in Scripture.",,69,
K042666.000,,,,Free,Charles Hutton,,,,,,,148571,14300,,,United Kingdom of Great Britain and Ireland,,,"Charles Hutton. Stipple engraving, 1824, after H. Ashby. Wellcome V0002995.jpg","Royal Society, American Academy of Arts and Sciences, Royal Netherlands Academy of Arts and Sciences",,"mathematician, inventor",,,,,male,,,Charles Hutton,,,,,,"Hutton, Charles, 1737-1823.",1,1772,"The principles of bridges: containing the mathematical demonstrations of the properties of the arches, the thickness of the piers, the force of the water against them, &c. ... By Cha. Hutton, ...",,108,
K042690.000,,,,Free,Philip Francis,,,,,,,140521,10077,,,Ireland,,,SirPhilipFrancis.jpg,"2nd United Kingdom Parliament, 3rd United Kingdom Parliament, 16th Parliament of Great Britain, 17th Parliament of Great Britain",,"politician, writer",,,"Member of the 3rd Parliament of the United Kingdom, Member of Parliament in the Parliament of Great Britain, Member of the 2nd Parliament of the United Kingdom, Member of the 3rd Parliament of the United Kingdom, Member of the 16th Parliament of Great Britain, Member of the 17th Parliament of Great Britain",,male,,,Philip Francis,,,,,,"Francis, Philip, Sir, 1740-1818.",1,1796,"Proceedings in the House of Commons on the slave trade, and state of the negroes in the West India islands. With an appendix. By Philip Francis, Esquire",,107,
K042710.000,,,,Free,Francis Godolphin Waldron,,,,,,,,28449,,,,,,FG Waldron Gardiner.jpg,,,stage actor,,,,,male,,,Francis Godolphin Waldron,,,,,,"Waldron, F. G. (Francis Godolphin), 1744-1818.",1,1794,"The prodigal. A dramatic piece. As performed at the Theater Royal, in the Hay-Market, December 2, 1793",,35,
K042716.000,,,,Free,Thomas Hull,,,,,,,32315,14109,,,,,,Thomas Hull.jpg,,,stage actor,,,,,male,,,Thomas Hull,,,,,,"Hull, Thomas, 1728-1808.",1,1773,The prodigal son; an oratorio: written by Mr. Hull. Set to music by Mr. Arnold.,,31,
K042848.000,,,,Free,Edmund Burke,,"liberal conservatism, counter-revolutionary",,,"Reflections on the Revolution in France, A Philosophical Enquiry into the Origin of Our Ideas of the Sublime and Beautiful","Aristotelis, Cicero, Church Fathers, Richard Hooker, Montesquieu, William Blackstone, John Locke, David Hume",,4019,,,Kingdom of Ireland,University of Glasgow,,Edmund Burke by James Northcote.JPG,,,"politician, philosopher, writer",,Whigs,"Member of Parliament in the Parliament of Great Britain, Member of the 12th Parliament of Great Britain, Member of the 13th Parliament of Great Britain, Member of the 14th Parliament of Great Britain, Member of the 15th Parliament of Great Britain, Member of the 16th Parliament of Great Britain, Member of the 17th Parliament of Great Britain",Church of Ireland,male,Jane Mary Nugent,,Edmund Burke,,,,,,"Burke, Edmund, 1729-1797.",1,1784,"A representation to His Majesty, moved in the House of Commons: by the Right Honorable Edmund Burke, and seconded by the Right Honorable William Windham, on Monday, June 14, 1784, and negatived. With a preface and notes.",,37,
K042903.000,,,,Free,William Kenrick,,,,,,,149492,15416,,,Great Britain,,,William Kenrick.jpg,,,"writer, playwright, translator",,,,,male,,,William Kenrick,,,,,,"Kenrick, W. (William), 1725?-1779.",1,1765,"A review of Doctor Johnson's new edition of Shakespeare: in which the ignorance, or inattention, of that editor is exposed, ... By W. Kenrick.",,160,
K042939.000,,,,Free,Thomas Hull,,,,,,,32315,14109,,,,,,Thomas Hull.jpg,,,stage actor,,,,,male,,,Thomas Hull,,,,,,"Hull, Thomas, 1728-1808.",1,1774,"Richard Plantagenet: a legendary tale, now first published, by Mr. Hull.",,34,
K042986.000,,,,Free,Thomas Spence,,,,,,,,26112,,,United Kingdom of Great Britain and Ireland,,,ThomasSpence.png,,,"writer, politician",,,,,male,,,Thomas Spence,,,,,,"Spence, Thomas, 1750-1814.",1,1793,The rights of man: first published in the year 1783.,,1,
K043015.000,,,,Free,Richard Brinsley Sheridan,,,,,,,20881,25367,,,Kingdom of Ireland,,,Richard Sheridan.jpg,"1st United Kingdom Parliament, 2nd United Kingdom Parliament, 3rd United Kingdom Parliament, 4th United Kingdom Parliament",,"poet, politician, librettist, dramaturge, playwright",Westminster Abbey,Whigs,"Member of the 4th Parliament of the United Kingdom, Treasurer of the Navy, Member of Parliament in the Parliament of Great Britain, Member of the 1st Parliament of the United Kingdom, Member of the 2nd Parliament of the United Kingdom, Member of the 3rd Parliament of the United Kingdom, Member of the 4th Parliament of the United Kingdom, Member of the 17th Parliament of Great Britain, Member of the 18th Parliament of Great Britain, Member of the 15th Parliament of Great Britain, Member of the 16th Parliament of Great Britain",,male,"Elizabeth Ann Linley, Esther Jane Ogle",,Richard Brinsley Sheridan,,,,,,"Sheridan, Richard Brinsley, 1751-1816.",1,1775,The rivals: a comedy. As it is acted at the Theater Royal in Covent Garden.,,116,
K043021.000,,,,Free,Moses Mendez,,,,,,,,18554,,,,,,Moses Mendes.jpg,,,"playwright, poet",,,,,male,,,Moses Mendez,,,,,,"Mendez, Moses, d. 1758.",1,1751,Robin Hood: A new musical entertainment. As it is performed at the Theater Royal in Drury Lane. The music composed by the Society of the Temple of Apollo.,,26,
K043079.000,,,,Free,Charles Dibdin,,,,,,,25210,7585,77ef5827-0568-4523-8a04-9284f4aee0b4,,United Kingdom of Great Britain and Ireland,,English people,Charles Dibdin by Thomas Phillips.jpg,,,"singer-songwriter, playwright, composer, writer, stage actor, singer",Winchester Cathedral,,,,male,Anne Maria Wylde,Harriet Pitt,Charles Dibdin,,,,,,"Dibdin, Charles, 1745-1814.",1,1784,Royal Circus epitomized,,97,
K043092.000,,,,Free,Isaac Bickerstaffe,,,,,,,19577,2344,,,Ireland,,,,,,"playwright, librettist",,,,,male,,,Isaac Bickerstaffe,,,,,,"Bickerstaff, Isaac, 1735-1812.",1,1768,"The royal garland, a new occasional interlude, in honor of his Danish Majesty: Set to music by Mr. Arnold, and performed at the Theater Royal, Covent Garden.",,19,
K043154.000,,,,Free,Frederick Pilon,,,,,,,212003,22284,,,,,,,Accademia della Crusca,,"actor, poet",,,,,male,,,Frederick Pilon,,,,,,"Pilon, Frederick, 1750-1788.",1,1785,"Barataria: or, Sancho turned governor, a farce, in two acts. As it is performed at the Theater Royal, Covent Garden. By Frederick Pilon.",,36,
K043155.000,,,,Free,Frederick Pilon,,,,,,,212003,22284,,,,,,,Accademia della Crusca,,"actor, poet",,,,,male,,,Frederick Pilon,,,,,,"Pilon, Frederick, 1750-1788.",1,1780,The humors of an election: A farce. As it is performed at the Theater Royal in Covent Garden. Written by F. Pilon.,,38,
K043166.000,,,,Free,Arthur Murphy,,,,,,,39729,19569,,,Ireland,,,"Arthur Murphy by Nathaniel Dance, (later Sir Nathaniel Dance-Holland, Bt).jpg",,,"writer, biographer",,,,,male,,,Arthur Murphy,,,,,,"Murphy, Arthur, 1727-1805.",1,1778,"Know your own mind: a comedy, performed at the Theater Royal, in Covent Garden.",,110,
K043175.000,,,,Free,Arthur Murphy,,,,,,,39729,19569,,,Ireland,,,"Arthur Murphy by Nathaniel Dance, (later Sir Nathaniel Dance-Holland, Bt).jpg",,,"writer, biographer",,,,,male,,,Arthur Murphy,,,,,,"Murphy, Arthur, 1727-1805.",1,1759,"The orphan of China: a tragedy, as it is performed at the Theater Royal, in Drury Lane.",,105,
K043181.000,,,,Free,"Sir Henry Dudley, 1st Baronet",,,,,,,137632,8152,,,"Great Britain, United Kingdom of Great Britain and Ireland",,,Gainsborough The-Rev.-Sir-Henry-Bate-Dudley.jpg,,,"judge, justice of the peace",,,,Anglicanism,male,,,"Sir Henry Dudley, 1st Baronet",,,,,,"Dudley, H. Bate, Sir (Henry Bate), 1745-1824.",1,1794,"The travellers in Switzerland: A comic opera, in three acts: as performed at the Theater Royal, Covent Garden. By Mr. Bate Dudley.",,84,
K043182.000,,,,Free,Richard Glover,,,,,,,141851,10831,,,Great Britain,,English people,,,English,"writer, politician, poet",,,Member of the 12th Parliament of Great Britain,,male,,,Richard Glover,,,,,,"Glover, Richard, 1712-1785.",1,1799,"Jason; a tragedy: in five acts. By R. Glover, ...",,87,
K043186.000,,,,Free,Elizabeth Inchbald,,,,,,,32550,14374,45594009-006f-4c99-a4af-13a4557be0d5,,United Kingdom of Great Britain and Ireland,,,"Mrs Joseph Inchbald, by Thomas Lawrence.jpg",,English,"actor, novelist, playwright, writer, stage actor",,,,,female,"Henry Bridgeman, 1st Baron Bradford, Henry Bridgeman, 1st Baron Bradford",,Elizabeth Inchbald,,,,,,"Inchbald, Mrs., 1753-1821.",1,1794,"The wedding day: a comedy; in two acts. As performed at the Theater Royal, Drury Lane. By Mrs. Inchbald.",,47,
K043195.000,,,,Free,Joseph George Holman,,,,,,,147250,13580,,,,,,Joseph George Holman de Wilde.jpg,,,actor,,,,,male,"Jane Hamilton, Maria Hughes, Mary Sarah Lattimer",,Joseph George Holman,,,,,,"Holman, J. G. (Joseph George), 1764-1817.",1,1799,"The Red-Cross Knights: A play, in five acts. As performed at the Theater Royal, Hay-Market. Founded on The robbers of Schiller. By J. G. Holman.",,71,
K043199.000,,,,Free,Thomas Holcroft,,,,,,,31815,13487,,,"United Kingdom of Great Britain and Ireland, Great Britain",,,Thomas Holcroft by John Opie (2).jpg,,,"playwright, writer, novelist",,,,,male,,,Thomas Holcroft,,,,,,"Holcroft, Thomas, 1745-1809.",1,1798,"Knave, or not?: A comedy: in five acts. As performed at the Theater Royal, Drury Lane. By Thomas Holcroft.",,97,
K043204.000,,,,Free,Thomas Holcroft,,,,,,,31815,13487,,,"United Kingdom of Great Britain and Ireland, Great Britain",,,Thomas Holcroft by John Opie (2).jpg,,,"playwright, writer, novelist",,,,,male,,,Thomas Holcroft,,,,,,"Holcroft, Thomas, 1745-1809.",1,1794,"Love's frailties: a comedy in five acts, as performed at the Theater Royal, Covent Garden. By Thomas Holcroft.",,86,
K043302.000,,,,Free,General Infirmary at Leeds.,,,,,,,,,,,,,,,,,,,,,,male,,,General Infirmary at Leeds.,,,,,,General Infirmary at Leeds.,1,1771,Rules and orders of the General Infirmary at Leeds,,30,
K043382.000,,,,Free,Physician.,,,,,,,,,,,,,,,,,,,,,,male,,,Physician.,,,,,,Physician.,1,1721,"A treatise of diseases of the head, brain, and nerves: More especially of the palsy, apoplexy, ... To which is subjoined, A discourse of the nature, real cause and certain cure of melancholy in men, and vapors in women: ... By a physician.",,80,
K043527.000,,,,Free,James Thomson,,,,,"Rule, Britannia!, The Seasons",,48435,27306,,,Great Britain,,Scottish people,James Thomson (Scottish poet).jpg,,,"writer, poet",,,,,male,,,James Thomson,,,,,,"Thomson, James, 1700-1748.",1,1736,"The prospect: being the fifth part of Liberty. A poem. By Mr. Thomson; Liberty, a poem.",,38,
K043587.000,,,,Free,Henry Carey,,baroque music,,,,,131851,4651,,hanging,Great Britain,,,Henry Carey.jpg,,,"poet, composer, writer",,,,,male,,,Henry Carey,,,,,,"Carey, Henry, 1687?-1743.",1,1727,"Pudding and dumpling burnt to pot. Or, a complete key to the dissertation on dumpling. Wherein all the mystery of that dark treatise is brought to light; in such a manner and method, that the meanest capacity may know who and who is together. Published for the general information of mankind. By J. W. author of 684 treatises",,32,
K043640.000,,,,Free,George Berkeley,"philosophy, theology, education, epistemology, metaphysics, philosophy of science, calculus, Immaterialism","empiricism, Immaterialism",,,"De Motu, An Essay Towards a New Theory of Vision, A Treatise Concerning the Principles of Human Knowledge, Three Dialogues between Hylas and Philonous, The Theory of Vision, or Visual Language, The Analyst, Siris, The Querist","John Locke, Nicolas Malebranche",,2211,,,Kingdom of Ireland,,,George Berkeley by Jonh Smibert.jpg,,,"philosopher, Anglican priest, writer, epistemologist, philosopher of science, metaphysician",Christ Church Cathedral,,"Bishop of Cloyne, Dean of Derry, Dean of Dromore",Anglicanism,male,"Anne Forster, Sarah Foster",,George Berkeley,,,,,,"Berkeley, George, 1685-1753.",1,1735,"The querist: containing several queries, proposed to the consideration of the public.; Querist.",,59,
K043689.000,,,,Free,James Cobb,,,,,,,,5731,,,,,,,,,librettist,,,,,male,,,James Cobb,,,,,,"Cobb, James, 1756-1818.",1,1800,"Ramah Droog: a comic opera, in three acts. As performed with universal applause at the Theater Royal, Covent Garden. By James Cobb, Esquire.",,76,
K043780.000,,,,Free,John Arbuthnot,,,,,,,17554,610,,,Great Britain,,,Arbuthnot John Kneller.jpg,"Royal Society, Royal College of Physicians",,"mathematician, writer, composer, physician","St James's Church, Piccadilly",Tories,,,male,,,John Arbuthnot," Company of Upholders (London, England)",,,,,"Arbuthnot, John, 1667-1735.; Company of Upholders (London, England)",2,1724,"Reasons humbly offered by the Company exercising the trade and mystery of upholders: against part of the bill for the better viewing, searching, and examining drugs, medicines, &c.",,9,
K043812.000,,,,Free,David Garrick,,,,,,,28452,10408,,,Great Britain,,,Kauffman-Garrick.jpg,,,"playwright, theatrical producer, writer, screenwriter, stage actor, actor",Poets' Corner,,,,male,Eva Marie Veigel,,David Garrick,,,,,,"Garrick, David, 1717-1779.",1,1759,"Reasons why David Garrick, Esquire; should not appear on the stage, in a letter to John Rich, Esquire",,37,
K043839.000,,,,Free,Isaac Bickerstaffe,,,,,,,19577,2344,,,Ireland,,,,,,"playwright, librettist",,,,,male,,,Isaac Bickerstaffe,,,,,,"Bickerstaff, Isaac, 1735-1812.",1,1770,The recruiting sergeant: a musical entertainment as it is performed at the Theater Royal in Drury Lane.,,25,
K043848.000,,,,Free,John Dennis,,,,,,,136099,7503,,,Great Britain,,,John Dennis (dramatist).jpg,,,"writer, playwright, literary critic",,,,,male,,,John Dennis,,,,,,"Dennis, John, 1657-1734.",1,1711,"Reflections critical and satirical, upon a late rhapsody called, An essay upon criticism: By Mr. Dennis.",,39,
K043880.000,,,,Free,Edmund Burke,,"liberal conservatism, counter-revolutionary",,,"Reflections on the Revolution in France, A Philosophical Enquiry into the Origin of Our Ideas of the Sublime and Beautiful","Aristotelis, Cicero, Church Fathers, Richard Hooker, Montesquieu, William Blackstone, John Locke, David Hume",,4019,,,Kingdom of Ireland,University of Glasgow,,Edmund Burke by James Northcote.JPG,,,"politician, philosopher, writer",,Whigs,"Member of Parliament in the Parliament of Great Britain, Member of the 12th Parliament of Great Britain, Member of the 13th Parliament of Great Britain, Member of the 14th Parliament of Great Britain, Member of the 15th Parliament of Great Britain, Member of the 16th Parliament of Great Britain, Member of the 17th Parliament of Great Britain",Church of Ireland,male,Jane Mary Nugent,,Edmund Burke,,,,,,"Burke, Edmund, 1729-1797.",1,1790,Reflections on the Revolution in France: and on the proceedings in certain societies in London relative to that event. In a letter intended to have been sent to a gentleman in Paris. By the Right Honorable Edmund Burke.,,359,
K043952.000,,,,Free,Kitty Clive,,,,,,,167694,5694,,,Great Britain,,,Catherine Clive “Kitty” (Willem Verelst 1740).jpg,,,"actor, singer, opera singer, playwright, writer, stage actor",,,,,female,,,Kitty Clive,,,,,,"Clive, Mrs. (Catherine), 1711-1785.",1,1753,"The rehearsal: or, bays in petticoats: A comedy in two acts. As it is performed at the Theater Royal in Drury Lane. Written by Mrs. Clive. The music composed by Dr. Boyce.",,35,
K043977.000,,,,Free,George Alexander Stevens,,,,,,,,26422,,,Great Britain,,,"George Alexander Stevens (1710-80) and Mrs Paul Sandby (1736-1797), by Paul Sandby (1731-1809).jpg",,,"playwright, poet, songwriter, actor",,,,,male,,,George Alexander Stevens,,,,,,"Stevens, George Alexander, 1710-1784.",1,1751,"Religion: or, the libertine repentant: A rhapsody. By George Alexander Stevens.",,15,
